Concept;Feature;BR_Label
cork;is_brown;visual-colour
corkscrew;made_of_metal;visual-form_and_surface
corkscrew;used_for_removing_corks;function
corkscrew;used_for_opening_wine_bottles;function
corkscrew;has_a_screw_end;visual-form_and_surface
corkscrew;has_a_handle;visual-form_and_surface
corkscrew;used_for_opening_bottles;function
corkscrew;found_in_bars;encyclopaedic
corkscrew;found_in_kitchens;encyclopaedic
corkscrew;has_a_curly_end;visual-form_and_surface
corkscrew;used_by_twisting;function
corn;is_yellow;visual-colour
corn;grows_in_fields;encyclopaedic
corn;a_vegetable;taxonomic
corn;comes_on_cobs;visual-form_and_surface
corn;eaten_as_popcorn;function
corn;has_kernels;visual-form_and_surface
corn;has_stalks;visual-form_and_surface
corn;is_edible;function
corn;eaten_with_butter;encyclopaedic
corn;has_ears;visual-form_and_surface
corn;has_husks;visual-form_and_surface
corn;is_harvested;function
corn;tastes_sweet;taste
cottage;is_small;visual-form_and_surface
cottage;a_house;taxonomic
cottage;made_of_wood;visual-form_and_surface
cottage;found_in_the_country;encyclopaedic
cottage;found_in_forests;encyclopaedic
cottage;associated_with_cheese;encyclopaedic
cottage;associated_with_fairy_tales;encyclopaedic
cottage;has_a_fireplace;visual-form_and_surface
cottage;has_windows;visual-form_and_surface
cottage;used_as_a_house;function
cottage;has_a_roof;visual-form_and_surface
cottage;used_for_living_in;function
cottage;used_for_vacations;encyclopaedic
couch;used_by_sitting_on;function
couch;found_in_living_rooms;encyclopaedic
couch;has_cushions;visual-form_and_surface
couch;is_comfortable;tactile
couch;furniture;taxonomic
couch;is_soft;tactile
couch;has_armrests;visual-form_and_surface
couch;has_legs;visual-form_and_surface
couch;used_for_sleeping;function
couch;used_for_watching_television;function
couch;has_4_legs;visual-form_and_surface
couch;has_pillows;encyclopaedic
couch;used_for_seating_many_people;function
couch;associated_with_couch_potato;encyclopaedic
couch;is_heavy;tactile
couch;is_large;visual-form_and_surface
couch;made_of_leather;visual-form_and_surface
couch;made_of_material;visual-form_and_surface
couch;used_by_opening_into_a_bed;function
couch;used_for_relaxing;function
cougar;is_fast;visual-motion
cougar;an_animal;taxonomic
cougar;a_cat;taxonomic
cougar;beh_-_eats;visual-motion
cougar;has_a_tail;visual-form_and_surface
cougar;has_fur;visual-form_and_surface
cougar;a_relative_of_cats;taxonomic
cougar;a_predator;taxonomic
cougar;is_dangerous;encyclopaedic
cougar;is_wild;encyclopaedic
cougar;has_4_legs;visual-form_and_surface
cougar;has_claws;visual-form_and_surface
cougar;is_brown;visual-colour
cougar;lives_in_mountains;encyclopaedic
cougar;a_mammal;taxonomic
cougar;beh_-_eats_animals;visual-motion
cougar;has_a_long_tail;visual-form_and_surface
cougar;has_teeth;visual-form_and_surface
cougar;is_large;visual-form_and_surface
cougar;is_vicious;encyclopaedic
cougar;lives_in_forests;encyclopaedic
cougar;lives_in_jungles;encyclopaedic
cougar;lives_in_wilderness;encyclopaedic
cow;beh_-_produces_milk;visual-motion
cow;an_animal;taxonomic
cow;beh_-_eats;visual-motion
cow;beh_-_eats_grass;visual-motion
cow;is_large;visual-form_and_surface
cow;has_4_legs;visual-form_and_surface
cow;has_legs;visual-form_and_surface
cow;a_mammal;taxonomic
cow;beh_-_moos;sound
cow;is_white;visual-colour
cow;is_black;visual-colour
cow;eaten_as_meat;function
cow;has_an_udder;visual-form_and_surface
cow;is_brown;visual-colour
cow;lives_on_farms;encyclopaedic
cow;used_for_producing_milk;function
cow;is_domestic;encyclopaedic
cow;beh_-_produces_manure;visual-motion
cow;eaten_as_beef;function
cow;has_eyes;visual-form_and_surface
cow;is_smelly;smell
cow;is_stupid;encyclopaedic
coyote;is_furry;tactile
coyote;an_animal;taxonomic
coyote;beh_-_howls;sound
coyote;a_dog;taxonomic
coyote;has_4_legs;visual-form_and_surface
coyote;a_carnivore;taxonomic
coyote;has_teeth;visual-form_and_surface
coyote;beh_-_hunts;encyclopaedic
coyote;lives_in_wilderness;encyclopaedic
coyote;a_mammal;taxonomic
coyote;has_sharp_teeth;visual-form_and_surface
coyote;lives_in_forests;encyclopaedic
coyote;lives_in_packs;encyclopaedic
coyote;a_wolf;taxonomic
coyote;has_a_tail;visual-form_and_surface
coyote;hunted_by_people;function
coyote;lives_in_deserts;encyclopaedic
crab;is_edible;function
crab;has_claws;visual-form_and_surface
crab;is_red;visual-colour
crab;has_pinchers;visual-form_and_surface
crab;has_legs;visual-form_and_surface
crab;lives_in_oceans;encyclopaedic
crab;has_a_hard_shell;tactile
crab;lives_in_water;encyclopaedic
crab;beh_-_walks_sideways;visual-motion
crab;tastes_good;taste
crab;lives_on_the_sand;encyclopaedic
crab;a_crustacean;taxonomic
crab;a_seafood;taxonomic
crab;an_animal;taxonomic
crab;is_small;visual-form_and_surface
crab;has_6_legs;visual-form_and_surface
cranberry;is_red;visual-colour
cranberry;a_fruit;taxonomic
cranberry;used_for_juice;function
cranberry;eaten_with_turkey;encyclopaedic
cranberry;eaten_in_sauces;function
cranberry;grows_on_bushes;encyclopaedic
cranberry;a_berry;taxonomic
cranberry;eaten_at_Thanksgiving;encyclopaedic
cranberry;tastes_sweet;taste
cranberry;is_small;visual-form_and_surface
cranberry;tastes_tart;taste
cranberry;eaten_at_Christmas;encyclopaedic
cranberry;has_skin;visual-form_and_surface
cranberry;tastes_sour;taste
crane_(machine);used_for_lifting;function
crane_(machine);is_large;visual-form_and_surface
crane_(machine);made_of_metal;visual-form_and_surface
crane_(machine);used_for_construction;function
crane_(machine);requires_operators;encyclopaedic
crane_(machine);is_heavy;tactile
crane_(machine);a_machine;taxonomic
crane_(machine);is_powerful;encyclopaedic
crane_(machine);is_yellow;visual-colour
crane_(machine);used_for_building;function
crane_(machine);used_for_moving_things;function
crayon;used_for_colouring;function
crayon;made_of_wax;visual-form_and_surface
crayon;used_by_children;function
crayon;different_colours;visual-colour
crayon;used_for_drawing;function
crayon;is_breakable;encyclopaedic
crayon;used_for_colouring_books;function
crayon;made_by_Crayola;encyclopaedic
crayon;comes_in_boxes;encyclopaedic
crayon;is_colourful;visual-colour
crayon;used_for_drawing_pictures;function
crayon;is_meltable;function
crayon;used_for_writing;function
crocodile;has_teeth;visual-form_and_surface
crocodile;a_reptile;taxonomic
crocodile;has_a_tail;visual-form_and_surface
crocodile;lives_in_swamps;encyclopaedic
crocodile;beh_-_swims;visual-motion
crocodile;is_green;visual-colour
crocodile;is_large;visual-form_and_surface
crocodile;is_dangerous;encyclopaedic
crocodile;lives_in_water;encyclopaedic
crocodile;has_scales;visual-form_and_surface
crocodile;has_powerful_jaws;visual-form_and_surface
crocodile;an_animal;taxonomic
crocodile;beh_-_eats_animals;visual-motion
crocodile;beh_-_eats_people;visual-motion
crocodile;is_long;visual-form_and_surface
crocodile;beh_-_lays_eggs;encyclopaedic
crocodile;has_4_legs;visual-form_and_surface
crossbow;a_weapon;taxonomic
crossbow;used_by_firing_arrows;function
crossbow;used_for_hunting;function
crossbow;used_for_killing;function
crossbow;requires_arrows;encyclopaedic
crossbow;made_of_wood;visual-form_and_surface
crossbow;has_a_string;visual-form_and_surface
crossbow;is_dangerous;encyclopaedic
crow;is_black;visual-colour
crow;a_bird;taxonomic
crow;is_loud;sound
crow;beh_-_eats;visual-motion
crow;beh_-_flies;visual-motion
crow;has_a_beak;visual-form_and_surface
crow;a_scavenger;taxonomic
crow;is_large;visual-form_and_surface
crow;beh_-_caws;sound
crow;has_feathers;visual-form_and_surface
crow;beh_-_squawks;sound
crow;has_wings;visual-form_and_surface
crow;is_ugly;encyclopaedic
crowbar;made_of_metal;visual-form_and_surface
crowbar;a_tool;taxonomic
crowbar;is_heavy;tactile
crowbar;is_long;visual-form_and_surface
crowbar;used_for_breaking_things;function
crowbar;is_hard;tactile
crowbar;used_for_prying_things_open;function
crowbar;is_black;visual-colour
crowbar;used_by_thieves;function
crowbar;used_for_opening_things;function
crowbar;a_weapon;taxonomic
crowbar;used_for_injuring;function
crown;made_of_gold;visual-form_and_surface
crown;worn_on_the_head;function
crown;has_jewels;visual-form_and_surface
crown;worn_by_kings;function
crown;worn_by_queens;function
crown;is_expensive;encyclopaedic
crown;is_round;visual-form_and_surface
crown;worn_by_royalty;function
crown;symbol_of_royalty;encyclopaedic
crown;is_heavy;tactile
crown;symbol_of_power;encyclopaedic
crown;symbol_of_status;encyclopaedic
crown;associated_with_pageants;encyclopaedic
crown;made_of_silver;visual-form_and_surface
cucumber;has_seeds;visual-form_and_surface
cucumber;a_vegetable;taxonomic
cucumber;eaten_in_salads;function
cucumber;is_green;visual-colour
cucumber;is_long;visual-form_and_surface
cucumber;eaten_as_pickles;function
cucumber;has_skin;visual-form_and_surface
cucumber;grows_in_gardens;encyclopaedic
cucumber;grows_on_vines;encyclopaedic
cucumber;is_crunchy;tactile
cucumber;has_an_inside;visual-form_and_surface
cucumber;has_green_skin;visual-colour
cucumber;is_cool;tactile
cucumber;is_cylindrical;visual-form_and_surface
cucumber;is_edible;function
cucumber;is_white_inside;visual-colour
cup;used_for_drinking;function
cup;has_a_handle;visual-form_and_surface
cup;used_for_coffee;function
cup;used_for_holding_liquids;function
cup;used_for_tea;function
cup;made_of_glass;visual-form_and_surface
cup;used_for_measuring;function
cup;used_with_saucers;encyclopaedic
cup;made_of_china;visual-form_and_surface
cup;made_of_plastic;visual-form_and_surface
cup;made_of_porcelain;visual-form_and_surface
cup;is_breakable;encyclopaedic
cup;found_in_kitchens;encyclopaedic
cup;made_of_ceramic;visual-form_and_surface
cup;a_dish;taxonomic
cup;different_shapes;visual-form_and_surface
cup;part_of_a_set_of_dishes;encyclopaedic
cup;a_mug;taxonomic
cup;different_colours;visual-colour
cup;has_patterns;visual-form_and_surface
cup;used_for_baking;function
cupboard;used_for_storage;function
cupboard;found_in_kitchens;encyclopaedic
cupboard;has_shelves;visual-form_and_surface
cupboard;made_of_wood;visual-form_and_surface
cupboard;has_doors;visual-form_and_surface
cupboard;used_for_storing_food;function
cupboard;used_for_storing_dishes;function
cupboard;used_for_storing_cups;function
cupboard;has_handles;visual-form_and_surface
cupboard;used_for_storing_cans;function
curtains;used_for_covering;function
curtains;used_for_covering_windows;function
curtains;made_of_material;visual-form_and_surface
curtains;used_for_privacy;function
curtains;used_for_keeping_out_light/sun;function
curtains;is_decorative;encyclopaedic
curtains;used_by_closing;function
curtains;used_by_opening;function
curtains;used_for_keeping_out_light;function
curtains;different_colours;visual-colour
curtains;used_for_keeping_out_sun;function
curtains;used_with_rods;encyclopaedic
curtains;is_long;visual-form_and_surface
cushion;is_soft;tactile
cushion;found_on_couches;encyclopaedic
cushion;has_filling;visual-form_and_surface
cushion;is_comfortable;tactile
cushion;a_pillow;taxonomic
cushion;has_feather_filling;visual-form_and_surface
cushion;found_on_chairs;encyclopaedic
cushion;has_foam_filling;visual-form_and_surface
cushion;is_square;visual-form_and_surface
cushion;used_by_sitting_on;function
cushion;is_small;visual-form_and_surface
cushion;used_for_resting_head;function
cushion;used_for_sleeping;function
cushion;different_colours;visual-colour
cushion;found_on_beds;encyclopaedic
cushion;is_round;visual-form_and_surface
dagger;is_sharp;tactile
dagger;a_knife;taxonomic
dagger;a_weapon;taxonomic
dagger;used_for_killing;function
dagger;has_a_handle;visual-form_and_surface
dagger;has_a_pointed_end;visual-form_and_surface
dagger;has_a_blade;visual-form_and_surface
dagger;is_small;visual-form_and_surface
dagger;used_for_cutting;function
dagger;has_a_sheath;visual-form_and_surface
dagger;is_dangerous;encyclopaedic
dagger;made_of_metal;visual-form_and_surface
dagger;used_for_drawing_blood;function
dagger;used_in_MacBeth;function
dandelion;is_yellow;visual-colour
dandelion;a_weed;taxonomic
dandelion;has_a_stem;visual-form_and_surface
dandelion;has_a_green_stem;visual-colour
dandelion;grows_in_grass;encyclopaedic
dandelion;a_flower;taxonomic
dandelion;has_seeds;visual-form_and_surface
dandelion;is_annoying;encyclopaedic
dandelion;a_plant;taxonomic
dandelion;beh_-_produces_pollen;encyclopaedic
dandelion;causes_allergies;encyclopaedic
dandelion;grows_in_the_ground;encyclopaedic
dandelion;is_fluffy;tactile
deer;lives_in_woods;encyclopaedic
deer;an_animal;taxonomic
deer;hunted_by_people;function
deer;has_antlers;visual-form_and_surface
deer;is_fast;visual-motion
deer;has_4_legs;visual-form_and_surface
deer;has_legs;visual-form_and_surface
deer;a_mammal;taxonomic
deer;has_eyes;visual-form_and_surface
deer;eg_-_bambi;taxonomic
deer;has_hooves;visual-form_and_surface
deer;is_brown;visual-colour
deer;a_herbivore;taxonomic
deer;has_a_tail;visual-form_and_surface
deer;has_fur;visual-form_and_surface
deer;lives_in_wilderness;encyclopaedic
deer;beh_-_runs;visual-motion
deer;has_a_white_tail;visual-colour
deer;is_edible;function
deer;is_timid;encyclopaedic
desk;made_of_wood;visual-form_and_surface
desk;found_in_offices;encyclopaedic
desk;has_drawers;visual-form_and_surface
desk;used_for_working_on;function
desk;has_legs;visual-form_and_surface
desk;furniture;taxonomic
desk;has_a_surface;visual-form_and_surface
desk;made_of_metal;visual-form_and_surface
desk;has_4_legs;visual-form_and_surface
desk;has_a_flat_surface;visual-form_and_surface
desk;used_for_writing_on;function
desk;used_with_chairs;encyclopaedic
desk;used_by_students;function
desk;found_in_classrooms;encyclopaedic
desk;found_in_libraries;encyclopaedic
desk;used_for_putting_things_on;function
dish;used_for_food;function
dish;used_for_eating;function
dish;is_round;visual-form_and_surface
dish;requires_washing;function
dish;is_breakable;encyclopaedic
dish;made_of_ceramic;visual-form_and_surface
dish;made_of_plastic;visual-form_and_surface
dish;found_in_kitchens;encyclopaedic
dish;made_of_glass;visual-form_and_surface
dish;different_colours;visual-colour
dishwasher;found_in_kitchens;encyclopaedic
dishwasher;an_appliance;taxonomic
dishwasher;requires_soap;encyclopaedic
dishwasher;is_electrical;visual-form_and_surface
dishwasher;used_for_cleaning_dishes;function
dishwasher;has_racks;visual-form_and_surface
dishwasher;used_for_washing_dishes;function
dishwasher;requires_water;encyclopaedic
dishwasher;made_of_metal;visual-form_and_surface
dishwasher;requires_detergent;encyclopaedic
dishwasher;has_a_door;visual-form_and_surface
dishwasher;has_buttons;visual-form_and_surface
dishwasher;is_loud;sound
dog;beh_-_barks;sound
dog;has_4_legs;visual-form_and_surface
dog;has_legs;visual-form_and_surface
dog;an_animal;taxonomic
dog;has_fur;visual-form_and_surface
dog;a_pet;taxonomic
dog;has_a_tail;visual-form_and_surface
dog;is_man's_best_friend;encyclopaedic
dog;has_hair;visual-form_and_surface
dog;used_for_protection;function
dog;a_mammal;taxonomic
dog;beh_-_chases;visual-motion
dog;beh_-_chases_cats;visual-motion
dog;a_carnivore;taxonomic
dog;has_a_nose;visual-form_and_surface
dog;has_a_wet_nose;tactile
dog;is_domestic;encyclopaedic
dog;is_friendly;encyclopaedic
doll;has_own_clothes;encyclopaedic
doll;used_for_playing;function
doll;a_toy;taxonomic
doll;used_by_girls;function
doll;has_hair;visual-form_and_surface
doll;made_of_porcelain;visual-form_and_surface
doll;is_pretty;encyclopaedic
doll;used_by_children;function
doll;used_for_collecting;function
doll;eg_-_Barbie;taxonomic
doll;like_a_human;encyclopaedic
doll;associated_with_babies;encyclopaedic
dolphin;a_mammal;taxonomic
dolphin;beh_-_swims;visual-motion
dolphin;is_intelligent;encyclopaedic
dolphin;is_grey;visual-colour
dolphin;beh_-_communicates;sound
dolphin;lives_in_oceans;encyclopaedic
dolphin;is_friendly;encyclopaedic
dolphin;lives_in_water;encyclopaedic
dolphin;a_fish;taxonomic
dolphin;an_animal;taxonomic
dolphin;beh_-_eats;visual-motion
dolphin;beh_-_eats_fish;visual-motion
dolphin;beh_-_swims_fast;visual-motion
dolphin;has_fins;visual-form_and_surface
dolphin;is_sleek;visual-form_and_surface
dolphin;is_smooth;tactile
dolphin;is_trainable;encyclopaedic
dolphin;beh_-_does_tricks;encyclopaedic
dolphin;beh_-_jumps;visual-motion
dolphin;beh_-_makes_noises;sound
dolphin;is_caught_in_nets;function
dolphin;is_cute;encyclopaedic
dolphin;lives_in_seas;encyclopaedic
donkey;an_animal;taxonomic
donkey;has_legs;visual-form_and_surface
donkey;has_4_legs;visual-form_and_surface
donkey;like_a_horse;encyclopaedic
donkey;beh_-_makes_noises;sound
donkey;a_mammal;taxonomic
donkey;has_a_tail;visual-form_and_surface
donkey;is_grey;visual-colour
donkey;is_furry;tactile
donkey;lives_on_farms;encyclopaedic
donkey;has_hooves;visual-form_and_surface
donkey;used_by_riding;function
donkey;is_brown;visual-colour
donkey;has_ears;visual-form_and_surface
door;made_of_wood;visual-form_and_surface
door;made_of_metal;visual-form_and_surface
door;has_a_lock;visual-form_and_surface
door;used_by_opening;function
door;used_by_closing;function
door;has_a_knob;visual-form_and_surface
door;has_a_handle;visual-form_and_surface
door;used_for_keeping_things_out;function
door;is_rectangular;visual-form_and_surface
door;has_hinges;visual-form_and_surface
door;used_for_dividing_rooms;function
door;used_for_entering;function
door;used_for_exiting;function
doorknob;used_for_opening_doors;function
doorknob;used_by_turning;function
doorknob;found_on_doors;encyclopaedic
doorknob;is_round;visual-form_and_surface
doorknob;made_of_metal;visual-form_and_surface
doorknob;has_a_lock;visual-form_and_surface
doorknob;used_for_closing_doors;function
doorknob;is_cold;tactile
doorknob;made_of_brass;visual-form_and_surface
dove;a_bird;taxonomic
dove;is_white;visual-colour
dove;beh_-_flies;visual-motion
dove;symbol_of_peace;encyclopaedic
dove;has_feathers;visual-form_and_surface
dove;has_a_beak;visual-form_and_surface
dove;has_wings;visual-form_and_surface
dove;beh_-_lays_eggs;encyclopaedic
dove;lives_in_a_nest;encyclopaedic
dove;lives_in_trees;encyclopaedic
drain;found_in_sinks;encyclopaedic
drain;used_for_expelling_water;function
drain;inbeh_-_clogs;encyclopaedic
drain;found_in_bathtubs;encyclopaedic
drain;used_by_connecting_to_pipes;function
drain;made_of_metal;visual-form_and_surface
drain;used_for_draining_liquids;function
drain;found_in_kitchens;encyclopaedic
drain;is_round;visual-form_and_surface
drapes;used_for_covering;function
drapes;used_for_covering_windows;function
drapes;used_for_keeping_out_light/sun;function
drapes;made_of_material;visual-form_and_surface
drapes;used_by_closing;function
drapes;used_for_privacy;function
drapes;used_by_opening;function
drapes;used_for_keeping_out_light;function
drapes;a_curtains;taxonomic
drapes;is_decorative;encyclopaedic
drapes;is_long;visual-form_and_surface
drapes;is_heavy;tactile
drapes;used_for_keeping_out_sun;function
drapes;used_by_closing_at_night;encyclopaedic
drapes;used_for_insulation;function
drapes;different_colours;visual-colour
drapes;used_by_hanging;function
drapes;used_by_hanging_in_windows;function
dress;clothing;taxonomic
dress;worn_by_women;function
dress;is_feminine;encyclopaedic
dress;is_formal;encyclopaedic
dress;is_long;visual-form_and_surface
dress;different_styles;encyclopaedic
dress;is_short;visual-form_and_surface
dress;made_of_material;visual-form_and_surface
dress;worn_by_girls;function
dress;has_sleeves;visual-form_and_surface
dress;is_expensive;encyclopaedic
dress;different_colours;visual-colour
dress;worn_for_weddings;encyclopaedic
dresser;used_for_storage;function
dresser;has_drawers;visual-form_and_surface
dresser;used_for_storing_clothing;function
dresser;made_of_wood;visual-form_and_surface
dresser;found_in_bedrooms;encyclopaedic
dresser;has_mirrors;visual-form_and_surface
dresser;furniture;taxonomic
dresser;is_large;visual-form_and_surface
dresser;has_handles;visual-form_and_surface
dresser;is_heavy;tactile
dresser;is_rectangular;visual-form_and_surface
drill;used_for_making_holes;function
drill;is_electrical;visual-form_and_surface
drill;is_loud;sound
drill;a_tool;taxonomic
drill;has_bits;visual-form_and_surface
drill;used_for_carpentry;function
drill;used_for_dentistry;function
drill;has_different_sized_drill_bits;visual-form_and_surface
drill;made_of_metal;visual-form_and_surface
drill;is_manual;encyclopaedic
drill;made_by_Black_and_Decker;encyclopaedic
drum;a_musical_instrument;taxonomic
drum;used_in_bands;function
drum;is_loud;sound
drum;requires_sticks;encyclopaedic
drum;inbeh_-_produces_beats;sound
drum;inbeh_-_produces_music;sound
drum;is_round;visual-form_and_surface
drum;used_by_hitting;function
drum;has_a_skin;visual-form_and_surface
drum;inbeh_-_produces_bass_notes;sound
drum;inbeh_-_produces_noise;sound
drum;used_for_producing_rhythm;function
drum;made_of_metal;visual-form_and_surface
duck;beh_-_swims;visual-motion
duck;has_feathers;visual-form_and_surface
duck;has_feet;visual-form_and_surface
duck;has_webbed_feet;visual-form_and_surface
duck;beh_-_quacks;sound
duck;has_a_bill;visual-form_and_surface
duck;is_edible;function
duck;hunted_by_people;function
duck;beh_-_flies;visual-motion
duck;beh_-_lays_eggs;encyclopaedic
duck;lives_on_water;encyclopaedic
duck;a_bird;taxonomic
duck;beh_-_migrates;encyclopaedic
duck;beh_-_eats;visual-motion
duck;has_a_beak;visual-form_and_surface
duck;has_wings;visual-form_and_surface
duck;an_animal;taxonomic
duck;beh_-_waddles;visual-motion
duck;eg_-_mallard;taxonomic
duck;lives_in_ponds;encyclopaedic
dunebuggy;has_wheels;visual-form_and_surface
dunebuggy;used_on_sand;encyclopaedic
dunebuggy;has_4_wheels;visual-form_and_surface
dunebuggy;used_on_beaches;encyclopaedic
dunebuggy;a_vehicle;taxonomic
dunebuggy;is_loud;sound
dunebuggy;has_an_engine;visual-form_and_surface
dunebuggy;is_fast;visual-motion
dunebuggy;has_large_wheels;visual-form_and_surface
dunebuggy;is_fun;encyclopaedic
dunebuggy;has_roll_bars;visual-form_and_surface
dunebuggy;a_car;taxonomic
dunebuggy;has_no_roof;encyclopaedic
dunebuggy;used_for_transportation;function
dunebuggy;used_in_deserts;encyclopaedic
eagle;a_bird;taxonomic
eagle;a_predator;taxonomic
eagle;beh_-_flies;visual-motion
eagle;has_wings;visual-form_and_surface
eagle;has_feathers;visual-form_and_surface
eagle;has_a_beak;visual-form_and_surface
eagle;symbol_of_U.S.;encyclopaedic
eagle;is_endangered;encyclopaedic
eagle;is_large;visual-form_and_surface
eagle;beh_-_builds_nests;encyclopaedic
eagle;has_claws;visual-form_and_surface
eagle;is_bald;visual-form_and_surface
eagle;beh_-_eats;visual-motion
eagle;beh_-_lays_eggs;encyclopaedic
eagle;a_carnivore;taxonomic
eagle;lives_in_mountains;encyclopaedic
eagle;symbol_of_freedom;encyclopaedic
earmuffs;is_warm;tactile
earmuffs;worn_over_ears;function
earmuffs;associated_with_winter;encyclopaedic
earmuffs;is_furry;tactile
earmuffs;is_fuzzy/fluffy;tactile
earmuffs;has_a_strap;visual-form_and_surface
earmuffs;worn_in_cold_temperatures;function
earmuffs;is_round;visual-form_and_surface
earmuffs;different_colours;visual-colour
earmuffs;worn_by_children;function
earmuffs;worn_for_protection;function
earmuffs;is_soft;tactile
earmuffs;worn_on_heads;function
eel;lives_in_water;encyclopaedic
eel;is_electrical;visual-form_and_surface
eel;is_long;visual-form_and_surface
eel;is_slimy;tactile
eel;beh_-_swims;visual-motion
eel;is_edible;function
eel;is_dangerous;encyclopaedic
eel;is_grey;visual-colour
eel;like_a_snake;encyclopaedic
eel;lives_in_oceans;encyclopaedic
eel;a_fish;taxonomic
eggplant;is_purple;visual-colour
eggplant;a_vegetable;taxonomic
eggplant;is_edible;function
eggplant;grows_in_gardens;encyclopaedic
eggplant;has_a_green_top;visual-colour
eggplant;eaten_by_cooking;function
eggplant;grows_in_the_ground;encyclopaedic
eggplant;has_seeds;visual-form_and_surface
eggplant;is_white_inside;visual-colour
elephant;is_large;visual-form_and_surface
elephant;has_a_trunk;visual-form_and_surface
elephant;an_animal;taxonomic
elephant;is_grey;visual-colour
elephant;lives_in_Africa;encyclopaedic
elephant;has_ears;visual-form_and_surface
elephant;has_tusks;visual-form_and_surface
elephant;has_legs;visual-form_and_surface
elephant;has_4_legs;visual-form_and_surface
elephant;has_large_ears;visual-form_and_surface
elephant;beh_-_eats;visual-motion
elephant;has_a_tail;visual-form_and_surface
elephant;lives_in_zoos;encyclopaedic
elephant;used_in_circuses;function
elephant;a_mammal;taxonomic
elephant;hunted_by_people;function
elephant;beh_-_eats_peanuts;visual-motion
elevator;inbeh_-_goes_down;visual-motion
elevator;inbeh_-_goes_up;visual-motion
elevator;has_buttons;visual-form_and_surface
elevator;found_in_buildings;encyclopaedic
elevator;has_doors;visual-form_and_surface
elevator;used_for_transportation;function
elevator;used_for_carrying_people;function
elevator;has_cables;visual-form_and_surface
elevator;like_a_box;encyclopaedic
elevator;made_of_metal;visual-form_and_surface
elevator;used_for_avoiding_stairs;function
elevator;has_a_carrying_capacity;encyclopaedic
elevator;is_electrical;visual-form_and_surface
elevator;is_tall;visual-form_and_surface
elk;an_animal;taxonomic
elk;has_4_legs;visual-form_and_surface
elk;has_antlers;visual-form_and_surface
elk;a_mammal;taxonomic
elk;hunted_by_people;function
elk;a_herbivore;taxonomic
elk;like_a_deer;encyclopaedic
elk;is_brown;visual-colour
elk;has_hooves;visual-form_and_surface
elk;is_large;visual-form_and_surface
elk;lives_in_forests;encyclopaedic
elk;beh_-_travels_in_herds;visual-motion
elk;has_horns;visual-form_and_surface
elk;is_edible;function
elk;is_fast;visual-motion
elk;is_furry;tactile
emerald;is_green;visual-colour
emerald;worn_as_jewelry;function
emerald;is_expensive;encyclopaedic
emerald;is_shiny;visual-form_and_surface
emerald;a_stone;taxonomic
emerald;a_birth_stone;taxonomic
emerald;a_jewel;taxonomic
emerald;found_underground;encyclopaedic
emerald;is_precious;encyclopaedic
emerald;worn_on_rings;function
emerald;is_beautiful;encyclopaedic
emerald;worn_on_necklaces;function
emu;a_bird;taxonomic
emu;lives_in_Australia;encyclopaedic
emu;beh_-_cannot_fly;encyclopaedic
emu;has_feathers;visual-form_and_surface
emu;an_animal;taxonomic
emu;has_legs;visual-form_and_surface
emu;has_a_neck;visual-form_and_surface
emu;is_large;visual-form_and_surface
emu;has_a_beak;visual-form_and_surface
emu;has_a_long_neck;visual-form_and_surface
emu;has_long_legs;visual-form_and_surface
emu;like_an_ostrich;encyclopaedic
envelope;used_for_sending_letters;function
envelope;used_for_posting;function
envelope;made_of_paper;visual-form_and_surface
envelope;is_white;visual-colour
envelope;requires_a_stamp;encyclopaedic
envelope;has_a_seal;visual-form_and_surface
envelope;used_by_sealing;function
envelope;different_colours;visual-colour
envelope;different_sizes;visual-form_and_surface
envelope;requires_an_address;encyclopaedic
envelope;requires_licking;function
escalator;inbeh_-_moves;visual-motion
escalator;found_in_malls;encyclopaedic
escalator;inbeh_-_goes_up;visual-motion
escalator;a_stairs;taxonomic
escalator;inbeh_-_goes_down;visual-motion
escalator;has_handrails;visual-form_and_surface
escalator;has_steps;visual-form_and_surface
escalator;is_electrical;visual-form_and_surface
escalator;found_in_buildings;encyclopaedic
escalator;made_of_metal;visual-form_and_surface
escalator;is_black;visual-colour
falcon;a_bird;taxonomic
falcon;beh_-_flies;visual-motion
falcon;has_wings;visual-form_and_surface
falcon;has_a_beak;visual-form_and_surface
falcon;a_predator;taxonomic
falcon;beh_-_eats_rodents;visual-motion
falcon;has_feathers;visual-form_and_surface
falcon;beh_-_lays_eggs;encyclopaedic
falcon;is_large;visual-form_and_surface
falcon;an_animal;taxonomic
falcon;beh_-_builds_nests;encyclopaedic
falcon;beh_-_hunts;encyclopaedic
falcon;has_eyes;visual-form_and_surface
falcon;has_talons;visual-form_and_surface
fan_(appliance);used_for_cooling;function
fan_(appliance);used_for_blowing_air;function
fan_(appliance);is_electrical;visual-form_and_surface
fan_(appliance);inbeh_-_turns;visual-motion
fan_(appliance);used_in_summer;encyclopaedic
fan_(appliance);found_in_houses;encyclopaedic
fan_(appliance);found_on_ceilings;encyclopaedic
fan_(appliance);has_blades;visual-form_and_surface
fan_(appliance);different_speeds;encyclopaedic
fan_(appliance);has_a_guard;visual-form_and_surface
fan_(appliance);has_a_propeller;visual-form_and_surface
fan_(appliance);made_of_metal;visual-form_and_surface
faucet;used_for_dispensing_water;function
